,1.A.17.1.1,1.A.17.1.10,1.A.17.1.11,1.A.17.1.12,1.A.17.1.13,1.A.17.1.14,1.A.17.1.15,1.A.17.1.16,1.A.17.1.17,1.A.17.1.18,1.A.17.1.2,1.A.17.1.3,1.A.17.1.4,1.A.17.1.5,1.A.17.1.6,1.A.17.1.7,1.A.17.1.8,1.A.17.1.9,1.A.17.2.1,1.A.17.2.2,1.A.17.2.3,1.A.17.2.4,1.A.17.2.5,1.A.17.3.1,1.A.17.3.10,1.A.17.3.11,1.A.17.3.2,1.A.17.3.3,1.A.17.3.4,1.A.17.3.5,1.A.17.3.6,1.A.17.3.7,1.A.17.3.8,1.A.17.3.9,1.A.17.4.1,1.A.17.4.10,1.A.17.4.11,1.A.17.4.2,1.A.17.4.3,1.A.17.4.4,1.A.17.4.5,1.A.17.4.6,1.A.17.4.7,1.A.17.4.8,1.A.17.4.9,1.A.17.5.1,1.A.17.5.10,1.A.17.5.11,1.A.17.5.12,1.A.17.5.2,1.A.17.5.3,1.A.17.5.4,1.A.17.5.5,1.A.17.5.6,1.A.17.5.7,1.A.17.5.8,1.A.17.5.9,1.A.17.6.1,1.A.17.6.2,1.A.17.6.3,1.A.17.6.4,1.A.17.6.5,1.A.17.6.6,1.A.17.6.7,1.A.17.7.1,1.A.17.7.2,1.A.17.7.3,1.A.17.7.4,1.A.17.7.5
1.A.17.1.2,0.19451468585878232,0.9433962264150944,1.0362694300518134,1.3550135501355014,0.970873786407767,0.6199628022318661,1.1723329425556859,0.8554319931565441,1.3736263736263736,1.0964912280701753,0.074393691414968,0.1954652071931196,0.14425851125216388,0.30969340353050484,0.5494505494505495,0.2740476842970677,0.4582951420714941,0.5125576627370579,2.237136465324385,1.7699115044247788,3.067484662576687,4.385964912280701,3.225806451612903,4.048582995951417,10.0,3.875968992248062,10.0,10.0,4.385964912280701,4.219409282700422,2.4390243902439024,2.5380710659898478,2.8328611898017,4.0,3.4722222222222223,10.0,4.424778761061947,4.016064257028113,4.149377593360995,10.0,4.25531914893617,3.8610038610038613,10.0,10.0,3.623188405797101,4.0650406504065035,10.0,3.7037037037037037,10.0,3.802281368821293,3.937007874015748,10.0,4.11522633744856,3.9215686274509802,4.424778761061947,10.0,10.0,10.0,4.032258064516129,4.219409282700422,3.952569169960474,3.134796238244514,4.11522633744856,3.3112582781456954,2.7472527472527473,2.7472527472527473,3.0395136778115504,10.0,3.1645569620253164
1.A.17.1.3,0.10672358591248667,0.8795074758135444,1.0526315789473684,1.17096018735363,1.0090817356205852,0.6024096385542169,1.0940919037199124,0.76103500761035,1.088139281828074,1.2594458438287153,0.1954652071931196,0.061751265900950966,0.21344717182497333,0.2874389192296637,0.5359056806002144,0.279876854184159,0.49875311720698257,0.5720823798627002,2.1691973969631237,2.450980392156863,2.4330900243309004,3.717472118959108,3.875968992248062,10.0,10.0,3.8910505836575875,10.0,10.0,10.0,10.0,3.98406374501992,3.134796238244514,3.3557046979865772,4.385964912280701,10.0,10.0,3.5842293906810037,4.032258064516129,4.11522633744856,10.0,4.524886877828054,4.329004329004329,3.787878787878788,4.25531914893617,3.8314176245210727,10.0,4.385964912280701,10.0,10.0,10.0,4.424778761061947,4.23728813559322,4.081632653061225,4.329004329004329,3.4722222222222223,10.0,4.23728813559322,4.201680672268908,10.0,3.623188405797101,2.9940119760479043,2.932551319648094,10.0,4.291845493562231,2.873563218390805,3.41296928327645,2.932551319648094,10.0,2.7932960893854752
1.A.17.1.4,0.20521239482864764,0.8952551477170994,0.9578544061302682,1.0649627263045793,0.800640512409928,0.5482456140350876,0.984251968503937,0.6779661016949152,1.1325028312570782,1.1025358324145533,0.14425851125216388,0.21344717182497333,0.06707807888382077,0.2802690582959641,0.4833252779120348,0.2675943270002676,0.40816326530612246,0.5232862375719519,1.7921146953405018,1.7543859649122806,2.906976744186047,3.2679738562091503,2.8328611898017,10.0,4.273504273504273,4.366812227074236,10.0,10.0,4.032258064516129,4.016064257028113,2.557544757033248,2.6954177897574123,2.73224043715847,3.8461538461538463,10.0,10.0,4.366812227074236,4.329004329004329,3.0864197530864197,4.464285714285714,3.9215686274509802,4.048582995951417,4.329004329004329,4.166666666666667,10.0,4.11522633744856,3.875968992248062,4.149377593360995,10.0,4.23728813559322,3.952569169960474,10.0,3.144654088050314,10.0,4.23728813559322,10.0,4.23728813559322,10.0,3.215434083601286,4.201680672268908,4.11522633744856,3.2679738562091503,3.952569169960474,3.4364261168384878,3.4602076124567476,3.6764705882352944,4.11522633744856,10.0,3.5211267605633805
1.A.17.1.5,0.2847380410022779,0.8071025020177562,1.1312217194570136,1.5151515151515151,1.303780964797914,0.6622516556291391,1.2300123001230012,0.8203445447087776,1.1778563015312131,1.0341261633919339,0.30969340353050484,0.2874389192296637,0.2802690582959641,0.08505571149102661,0.6285355122564426,0.3766478342749529,0.6510416666666667,0.670690811535882,3.2894736842105265,2.5380710659898478,3.875968992248062,10.0,3.6363636363636362,3.90625,10.0,10.0,10.0,10.0,10.0,10.0,3.3444816053511706,3.6496350364963503,3.8610038610038613,4.032258064516129,3.4246575342465753,10.0,10.0,4.385964912280701,3.802281368821293,10.0,3.98406374501992,3.7313432835820897,3.597122302158273,10.0,2.958579881656805,10.0,4.524886877828054,4.385964912280701,10.0,10.0,10.0,10.0,10.0,4.219409282700422,3.8610038610038613,4.3478260869565215,3.9215686274509802,10.0,10.0,10.0,3.41296928327645,4.11522633744856,4.25531914893617,10.0,3.0864197530864197,4.184100418410042,3.546099290780142,10.0,2.9498525073746316
1.A.17.1.6,0.5344735435595939,0.7782101167315175,1.445086705202312,1.1025358324145533,0.9478672985781991,0.5959475566150179,1.2658227848101267,0.847457627118644,1.145475372279496,0.9124087591240876,0.5494505494505495,0.5359056806002144,0.4833252779120348,0.6285355122564426,0.05844876965339879,0.468384074941452,0.5379236148466917,0.6561679790026247,2.857142857142857,2.8089887640449436,10.0,3.6363636363636362,4.132231404958678,3.6900369003690034,4.273504273504273,3.257328990228013,10.0,10.0,10.0,10.0,10.0,3.1645569620253164,3.278688524590164,3.6363636363636362,4.081632653061225,10.0,10.0,10.0,10.0,10.0,10.0,10.0,3.5211267605633805,3.7593984962406015,3.2051282051282053,10.0,10.0,3.7313432835820897,3.98406374501992,10.0,10.0,10.0,4.11522633744856,10.0,4.3478260869565215,10.0,4.310344827586207,4.385964912280701,4.081632653061225,3.98406374501992,3.5842293906810037,3.6496350364963503,10.0,3.8461538461538463,3.558718861209964,3.7593984962406015,4.149377593360995,3.3003300330033003,3.90625
1.A.17.1.7,0.27563395810363833,0.7479431563201198,0.9970089730807578,1.1520737327188941,0.8710801393728224,0.5361930294906166,0.9000900090009001,0.6353240152477764,1.0940919037199124,0.9652509652509653,0.2740476842970677,0.279876854184159,0.2675943270002676,0.3766478342749529,0.468384074941452,0.05804504295333179,0.3789314134141721,0.47303689687795647,2.11864406779661,2.1052631578947367,2.0242914979757085,3.6900369003690034,2.487562189054726,3.0959752321981426,3.875968992248062,4.166666666666667,10.0,10.0,3.8610038610038613,4.3478260869565215,4.149377593360995,2.247191011235955,2.873563218390805,4.201680672268908,3.9682539682539684,10.0,4.329004329004329,3.875968992248062,4.424778761061947,10.0,10.0,4.291845493562231,10.0,10.0,10.0,10.0,10.0,3.98406374501992,10.0,4.081632653061225,4.273504273504273,4.329004329004329,2.710027100271003,10.0,4.081632653061225,10.0,4.032258064516129,4.329004329004329,3.2467532467532467,3.717472118959108,10.0,4.081632653061225,10.0,10.0,2.73224043715847,2.8011204481792715,2.7472527472527473,3.1545741324921135,2.6109660574412534
1.A.17.1.8,0.49382716049382713,0.6506180871828238,0.9689922480620154,0.9225092250922509,0.7518796992481203,0.532197977647685,0.9487666034155597,0.6381620931716656,0.889679715302491,0.823045267489712,0.4582951420714941,0.49875311720698257,0.40816326530612246,0.6510416666666667,0.5379236148466917,0.3789314134141721,0.06989585517578807,0.2655337227827934,2.865329512893983,2.0161290322580645,2.358490566037736,3.0395136778115504,3.4602076124567476,4.0983606557377055,4.149377593360995,10.0,10.0,10.0,4.032258064516129,10.0,3.3222591362126246,3.125,4.273504273504273,3.0864197530864197,4.11522633744856,10.0,4.048582995951417,10.0,10.0,4.0,3.937007874015748,4.464285714285714,4.0983606557377055,4.3478260869565215,3.663003663003663,4.545454545454546,10.0,10.0,4.081632653061225,3.7593984962406015,4.0,10.0,4.444444444444445,4.405286343612335,3.236245954692557,10.0,10.0,4.081632653061225,3.8610038610038613,3.8910505836575875,3.4722222222222223,3.8610038610038613,3.2679738562091503,4.11522633744856,2.9411764705882355,4.444444444444445,4.23728813559322,4.081632653061225,2.923976608187134
1.A.17.1.9,0.5546311702717692,0.88261253309797,1.1415525114155252,1.1441647597254003,0.8176614881439085,0.5605381165919282,1.015228426395939,0.7581501137225171,0.966183574879227,0.8347245409015025,0.5125576627370579,0.5720823798627002,0.5232862375719519,0.670690811535882,0.6561679790026247,0.47303689687795647,0.2655337227827934,0.07688167909587146,2.915451895043732,2.604166666666667,2.932551319648094,4.424778761061947,3.3003300330033003,3.3112582781456954,10.0,10.0,3.7735849056603774,10.0,3.3112582781456954,10.0,2.6455026455026456,1.8083182640144666,2.73972602739726,2.932551319648094,3.8910505836575875,10.0,4.081632653061225,4.166666666666667,4.273504273504273,10.0,4.166666666666667,10.0,4.366812227074236,3.257328990228013,3.7593984962406015,10.0,4.291845493562231,2.604166666666667,3.90625,3.2467532467532467,4.25531914893617,3.597122302158273,4.484304932735426,10.0,10.0,4.385964912280701,3.9215686274509802,3.4843205574912894,3.378378378378378,4.219409282700422,2.73972602739726,4.524886877828054,2.4271844660194173,3.7593984962406015,3.802281368821293,2.6737967914438503,3.6363636363636362,2.816901408450704,3.7593984962406015
1.A.17.2.1,2.785515320334262,2.865329512893983,2.881844380403458,2.9940119760479043,2.450980392156863,1.8148820326678765,2.2522522522522523,3.4246575342465753,3.4602076124567476,4.273504273504273,2.237136465324385,2.1691973969631237,1.7921146953405018,3.2894736842105265,2.857142857142857,2.11864406779661,2.865329512893983,2.915451895043732,0.11981787682722261,0.5208333333333334,0.9191176470588236,1.1185682326621924,0.7733952049497292,2.109704641350211,2.785515320334262,1.358695652173913,4.273504273504273,1.941747572815534,4.291845493562231,3.0303030303030303,2.493765586034913,1.8691588785046729,2.066115702479339,2.3866348448687353,2.242152466367713,2.0964360587002093,2.3041474654377883,1.9193857965451055,2.6595744680851063,1.5360983102918588,2.314814814814815,2.840909090909091,3.1545741324921135,3.1545741324921135,2.570694087403599,3.4246575342465753,2.6178010471204187,3.5211267605633805,2.8089887640449436,2.375296912114014,2.5316455696202533,3.2467532467532467,10.0,3.6363636363636362,4.0,3.2467532467532467,3.021148036253776,2.0325203252032518,1.5923566878980893,2.398081534772182,2.881844380403458,2.7472527472527473,2.0202020202020203,2.1598272138228944,3.875968992248062,2.932551319648094,3.125,3.2051282051282053,4.3478260869565215
1.A.17.2.2,2.2883295194508007,2.7548209366391188,2.2522522522522523,2.7548209366391188,2.092050209205021,1.721170395869191,3.546099290780142,3.2051282051282053,3.6101083032490977,3.4602076124567476,1.7699115044247788,2.450980392156863,1.7543859649122806,2.5380710659898478,2.8089887640449436,2.1052631578947367,2.0161290322580645,2.604166666666667,0.5208333333333334,0.09267840593141798,0.9191176470588236,0.9319664492078286,0.794912559618442,2.1645021645021645,3.9682539682539684,2.4271844660194173,3.6764705882352944,3.6900369003690034,4.11522633744856,3.6764705882352944,2.7932960893854752,2.05761316872428,2.5510204081632653,3.236245954692557,3.3112582781456954,1.834862385321101,3.4965034965034962,2.932551319648094,2.044989775051125,2.0040080160320644,2.577319587628866,3.6101083032490977,2.898550724637681,3.0395136778115504,2.7548209366391188,3.9215686274509802,3.5211267605633805,4.132231404958678,3.7593984962406015,3.3112582781456954,3.5211267605633805,3.8610038610038613,3.1545741324921135,4.424778761061947,4.132231404958678,4.524886877828054,3.4013605442176873,3.4843205574912894,2.1645021645021645,2.8089887640449436,2.785515320334262,3.2679738562091503,2.277904328018223,3.3557046979865772,2.840909090909091,3.1645569620253164,2.6109660574412534,2.309468822170901,3.012048192771084
1.A.17.2.3,2.525252525252525,2.865329512893983,4.219409282700422,4.132231404958678,2.5510204081632653,2.109704641350211,3.90625,4.25531914893617,3.9215686274509802,3.90625,3.067484662576687,2.4330900243309004,2.906976744186047,3.875968992248062,10.0,2.0242914979757085,2.358490566037736,2.932551319648094,0.9191176470588236,0.9191176470588236,0.09208951100469656,1.6420361247947455,1.3054830287206267,2.2573363431151243,3.802281368821293,4.219409282700422,4.23728813559322,3.7735849056603774,4.444444444444445,10.0,10.0,3.3112582781456954,4.166666666666667,2.525252525252525,3.597122302158273,3.2894736842105265,3.6363636363636362,3.7313432835820897,3.4246575342465753,2.6455026455026456,4.048582995951417,3.3333333333333335,3.546099290780142,3.9682539682539684,3.623188405797101,10.0,10.0,10.0,10.0,3.41296928327645,3.546099290780142,10.0,4.545454545454546,10.0,10.0,4.0983606557377055,10.0,10.0,3.278688524590164,3.1545741324921135,3.257328990228013,3.6764705882352944,3.3003300330033003,4.166666666666667,4.0983606557377055,4.166666666666667,3.98406374501992,3.115264797507788,3.546099290780142
1.A.17.2.4,4.6082949308755765,3.802281368821293,4.566210045662101,3.4965034965034962,2.898550724637681,3.0395136778115504,4.0650406504065035,4.048582995951417,10.0,4.310344827586207,4.385964912280701,3.717472118959108,3.2679738562091503,10.0,3.6363636363636362,3.6900369003690034,3.0395136778115504,4.424778761061947,1.1185682326621924,0.9319664492078286,1.6420361247947455,0.14382281029771324,1.321003963011889,3.7593984962406015,3.3444816053511706,2.493765586034913,4.6082949308755765,4.366812227074236,10.0,3.3112582781456954,10.0,3.215434083601286,2.262443438914027,2.0242914979757085,3.4482758620689653,3.508771929824561,4.016064257028113,4.424778761061947,4.11522633744856,2.4330900243309004,3.8314176245210727,3.4364261168384878,4.0650406504065035,4.405286343612335,3.7593984962406015,4.0983606557377055,4.184100418410042,3.6101083032490977,3.5211267605633805,3.5211267605633805,3.7453183520599254,4.081632653061225,3.4602076124567476,4.385964912280701,3.6900369003690034,3.6900369003690034,3.663003663003663,3.115264797507788,3.875968992248062,2.6315789473684212,4.016064257028113,2.7777777777777777,3.367003367003367,3.4965034965034962,3.4965034965034962,3.6363636363636362,4.25531914893617,3.257328990228013,3.90625
1.A.17.2.5,3.6363636363636362,3.225806451612903,3.875968992248062,10.0,2.9940119760479043,2.2988505747126435,3.6363636363636362,10.0,4.3478260869565215,3.4013605442176873,3.225806451612903,3.875968992248062,2.8328611898017,3.6363636363636362,4.132231404958678,2.487562189054726,3.4602076124567476,3.3003300330033003,0.7733952049497292,0.794912559618442,1.3054830287206267,1.321003963011889,0.06821282401091405,2.6109660574412534,10.0,3.6764705882352944,3.8314176245210727,2.4271844660194173,2.9411764705882355,10.0,1.6420361247947455,2.0833333333333335,2.5,2.8011204481792715,3.278688524590164,2.6881720430107525,2.638522427440633,2.9498525073746316,2.890173410404624,1.9305019305019306,2.816901408450704,3.4602076124567476,3.1545741324921135,3.6363636363636362,2.183406113537118,10.0,3.1948881789137378,2.915451895043732,3.6764705882352944,3.4364261168384878,3.7313432835820897,3.4843205574912894,3.4013605442176873,4.3478260869565215,4.405286343612335,10.0,3.546099290780142,3.3222591362126246,3.6764705882352944,3.1746031746031744,3.7037037037037037,2.9498525073746316,2.857142857142857,4.184100418410042,10.0,4.184100418410042,3.5211267605633805,4.484304932735426,3.7735849056603774
