# ssearch36 -m 8C test_data/pone.0192851.s009.faa test_data/pone.0192851.s009.faa
# SSEARCH 36.3.8h Aug, 2019
# Query: 1.A.17.1.1 - 986 aa
# Database: test_data/pone.0192851.s009.faa
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 50 hits found
1.A.17.1.1	1.A.17.1.18	34.92	63	41	12	281	354	148	211	0.025	30.9
1.A.17.1.1	1.A.17.2.2	28.64	220	157	48	509	775	409	629	3.4e-06	43.7
1.A.17.1.1	1.A.17.2.3	27.14	210	153	48	521	775	307	519	5.7e-05	39.6
1.A.17.1.1	1.A.17.3.8	22.99	261	201	37	563	845	793	1068	0.0002	38.6
1.A.17.1.1	1.A.17.2.1	22.48	218	169	29	529	775	318	535	0.00062	35.9
1.A.17.1.1	1.A.17.6.5	21.57	357	280	46	404	794	232	600	0.004	33.3
1.A.17.1.1	1.A.17.7.5	20.41	98	78	4	523	623	365	463	0.01	32.3
1.A.17.1.1	1.A.17.3.7	22.52	222	172	25	532	775	533	757	0.047	30.6
1.A.17.1.1	1.A.17.3.6	22.43	214	166	29	694	913	748	984	0.049	30.9
1.A.17.1.1	1.A.17.4.5	23.68	190	145	22	438	636	277	479	0.066	29.4
1.A.17.1.1	1.A.17.7.1	18.63	102	83	2	520	623	375	476	0.093	29.2
1.A.17.1.1	1.A.17.7.2	23.56	225	172	40	573	822	338	577	0.19	27.7
1.A.17.1.1	1.A.17.5.4	24.20	157	119	19	752	909	459	633	0.25	28.0
1.A.17.1.1	1.A.17.4.8	30.48	105	73	16	429	535	63	181	0.43	27.5
1.A.17.1.1	1.A.17.4.10	24.34	152	115	18	109	273	17	173	0.56	26.5
1.A.17.1.1	1.A.17.2.5	25.60	168	125	38	625	825	728	900	0.64	26.5
1.A.17.1.1	1.A.17.5.5	32.20	118	80	17	689	809	269	400	0.7	26.3
1.A.17.1.1	1.A.17.6.4	25.62	402	299	85	490	912	379	844	0.75	26.3
1.A.17.1.1	1.A.17.7.3	19.66	117	94	1	529	646	336	452	0.97	25.6
1.A.17.1.1	1.A.17.4.7	38.89	36	22	3	334	369	740	778	1.2	26.1
1.A.17.1.1	1.A.17.5.7	23.76	181	138	16	509	697	469	657	1.6	25.1
1.A.17.1.1	1.A.17.6.6	35.00	40	26	1	119	158	228	268	1.9	24.8
1.A.17.1.1	1.A.17.6.7	25.00	140	105	13	608	750	652	801	2.3	24.6
1.A.17.1.1	1.A.17.5.11	22.19	356	277	29	448	824	372	735	3.4	23.9
1.A.17.1.1	1.A.17.4.6	21.37	248	195	33	650	912	101	366	3.8	23.6
1.A.17.1.1	1.A.17.5.10	18.56	194	158	15	415	619	280	477	4.6	23.4
1.A.17.1.1	1.A.17.3.9	28.85	52	37	2	573	625	633	685	5.1	23.6
1.A.17.1.1	1.A.17.3.5	25.00	144	108	26	674	839	453	600	5.6	23.4
1.A.17.1.1	1.A.17.6.3	23.58	106	81	13	287	394	314	430	5.8	23.2
1.A.17.1.1	1.A.17.4.9	22.22	306	238	45	103	437	96	417	5.8	24.4
1.A.17.1.1	1.A.17.4.1	24.59	61	46	3	305	365	600	663	6.2	23.2
1.A.17.1.1	1.A.17.6.2	22.22	396	308	46	191	623	251	655	8.5	22.7
1.A.17.1.1	1.A.17.2.4	22.14	140	109	11	624	768	272	417	9	21.7
# SSEARCH 36.3.8h Aug, 2019
# Query: 1.A.17.1.10 - 837 aa
# Database: test_data/pone.0192851.s009.faa
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 54 hits found
1.A.17.1.10	1.A.17.1.10	100.00	837	0	0	1	837	1	837	0	1276.0
1.A.17.1.10	1.A.17.1.8	31.45	531	364	95	200	809	317	863	3e-39	153.7
1.A.17.1.10	1.A.17.1.14	31.14	594	409	152	48	765	253	874	9.3e-38	148.7
1.A.17.1.10	1.A.17.1.18	29.94	541	379	113	174	814	131	684	8e-37	145.3
1.A.17.1.10	1.A.17.1.17	27.67	683	494	133	37	832	15	717	9.5e-34	135.0
1.A.17.1.10	1.A.17.1.7	33.44	601	400	218	119	812	413	1138	3.8e-33	133.7
1.A.17.1.10	1.A.17.1.6	33.01	521	349	133	179	770	572	1154	1.5e-31	128.5
1.A.17.1.10	1.A.17.1.16	31.20	484	333	116	213	806	531	1020	1.9e-30	124.8
1.A.17.1.10	1.A.17.1.5	34.45	447	293	124	181	711	141	627	2.3e-30	123.9
1.A.17.1.10	1.A.17.1.5	28.81	59	42	4	720	778	702	764	0.18	27.9
1.A.17.1.10	1.A.17.1.13	31.33	482	331	100	214	791	855	1340	4.6e-30	123.7
1.A.17.1.10	1.A.17.1.11	30.65	571	396	141	99	787	70	663	6.1e-29	118.9
1.A.17.1.10	1.A.17.1.12	27.77	515	372	108	182	766	662	1214	3.7e-26	111.0
1.A.17.1.10	1.A.17.1.9	26.95	486	355	116	200	758	237	765	4.1e-26	109.8
1.A.17.1.10	1.A.17.1.3	30.67	525	364	156	103	711	236	832	1.5e-25	108.2
1.A.17.1.10	1.A.17.1.3	18.18	99	81	3	709	809	897	996	0.32	27.4
1.A.17.1.10	1.A.17.1.4	32.60	454	306	148	178	711	232	753	4.8e-25	106.4
1.A.17.1.10	1.A.17.1.4	27.27	55	40	1	720	775	834	888	0.88	25.8
1.A.17.1.10	1.A.17.1.2	30.70	456	316	144	178	711	229	750	6.5e-25	106.0
1.A.17.1.10	1.A.17.1.2	36.17	47	30	3	710	759	815	861	0.097	29.0
1.A.17.1.10	1.A.17.1.15	32.49	434	293	106	213	741	144	588	9.3e-24	101.7
1.A.17.1.10	1.A.17.1.1	29.80	510	358	165	119	711	224	815	5.9e-23	99.6
1.A.17.1.10	1.A.17.2.2	27.49	251	182	58	217	489	271	557	0.00049	36.3
1.A.17.1.10	1.A.17.2.2	28.85	52	37	4	621	672	574	629	0.58	26.0
1.A.17.1.10	1.A.17.2.1	22.74	343	265	42	179	551	153	507	0.0011	34.9
1.A.17.1.10	1.A.17.2.3	27.94	247	178	60	217	501	177	445	0.0017	34.4
1.A.17.1.10	1.A.17.2.3	33.96	53	35	3	622	674	466	521	0.78	25.6
1.A.17.1.10	1.A.17.5.4	26.95	167	122	29	331	506	489	675	0.0062	33.1
1.A.17.1.10	1.A.17.4.3	23.38	278	213	41	226	516	271	576	0.015	31.5
1.A.17.1.10	1.A.17.7.3	28.00	125	90	31	183	317	14	159	0.056	29.5
1.A.17.1.10	1.A.17.2.5	25.10	263	197	49	200	495	506	784	0.072	29.5
1.A.17.1.10	1.A.17.7.5	21.99	341	266	49	84	452	102	463	0.19	27.9
1.A.17.1.10	1.A.17.4.8	25.37	134	100	12	476	613	1002	1143	0.21	28.3
1.A.17.1.10	1.A.17.3.10	28.57	217	155	44	230	456	724	974	0.26	27.9
1.A.17.1.10	1.A.17.2.4	23.97	267	203	48	218	501	52	349	0.35	26.3
1.A.17.1.10	1.A.17.3.3	22.52	151	117	11	330	488	376	529	0.37	27.0
1.A.17.1.10	1.A.17.3.1	24.24	99	75	5	389	487	1796	1899	0.58	27.9
1.A.17.1.10	1.A.17.6.1	21.48	149	117	16	258	407	526	689	0.62	26.3
1.A.17.1.10	1.A.17.4.9	24.05	291	221	35	464	759	933	1253	0.63	27.4
1.A.17.1.10	1.A.17.6.6	32.79	61	41	5	621	683	633	696	0.72	26.0
1.A.17.1.10	1.A.17.4.7	23.43	286	219	48	266	566	674	992	0.78	26.5
1.A.17.1.10	1.A.17.5.2	22.22	297	231	46	207	528	455	772	1.7	24.7
1.A.17.1.10	1.A.17.3.8	23.37	184	141	23	341	534	1025	1221	2.6	24.7
1.A.17.1.10	1.A.17.5.12	26.67	90	66	10	714	805	7	104	3.2	23.8
1.A.17.1.10	1.A.17.5.8	28.36	67	48	14	284	350	372	452	3.2	24.0
1.A.17.1.10	1.A.17.4.6	21.53	144	113	9	162	305	114	266	3.5	23.6
1.A.17.1.10	1.A.17.4.5	23.46	81	62	8	200	283	485	570	3.8	23.3
1.A.17.1.10	1.A.17.5.9	31.51	73	50	7	435	509	373	450	4.2	23.3
1.A.17.1.10	1.A.17.3.11	21.98	232	181	25	312	550	600	849	4.2	24.0
1.A.17.1.10	1.A.17.7.1	21.83	142	111	11	305	452	330	476	6	22.9
1.A.17.1.10	1.A.17.7.2	22.12	104	81	3	358	462	294	399	6.3	22.4
1.A.17.1.10	1.A.17.3.9	30.13	156	109	23	339	498	612	786	6.3	23.1
1.A.17.1.10	1.A.17.6.2	23.70	135	103	26	326	465	574	729	6.4	22.9
1.A.17.1.10	1.A.17.3.5	29.21	89	63	10	217	310	210	303	6.8	22.9
1.A.17.1.10	1.A.17.3.6	22.50	160	124	18	361	528	783	952	7.5	23.3
1.A.17.1.10	1.A.17.7.4	22.29	166	129	24	251	431	225	399	7.8	21.7
1.A.17.1.10	1.A.17.5.3	22.67	344	266	79	207	603	455	824	8.1	22.4
1.A.17.1.10	1.A.17.3.7	22.78	79	61	5	592	672	676	757	8.1	22.9
1.A.17.1.10	1.A.17.5.10	22.13	122	95	9	319	448	355	477	8.7	22.2
1.A.17.1.10	1.A.17.5.11	31.88	69	47	9	356	429	683	755	8.8	22.2
# SSEARCH 36.3.8h Aug, 2019
# Query: 1.A.17.1.11 - 665 aa
# Database: test_data/pone.0192851.s009.faa
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 45 hits found
1.A.17.1.11	1.A.17.1.11	100.00	665	0	0	1	665	1	665	0	964.0
1.A.17.1.11	1.A.17.1.14	32.02	481	327	86	148	665	379	908	1.6e-33	134.3
1.A.17.1.11	1.A.17.1.16	29.48	458	323	63	152	636	490	983	9.1e-28	115.6
1.A.17.1.11	1.A.17.1.10	30.12	571	399	141	70	663	99	787	1.7e-27	114.1
1.A.17.1.11	1.A.17.1.17	28.42	556	398	94	32	627	37	646	5.8e-27	112.2
1.A.17.1.11	1.A.17.1.18	29.52	437	308	70	154	613	144	627	2e-23	100.4
1.A.17.1.11	1.A.17.1.8	27.80	446	322	65	166	624	316	813	5.3e-23	99.4
1.A.17.1.11	1.A.17.1.7	32.58	445	300	148	166	633	525	1094	1.4e-22	98.3
1.A.17.1.11	1.A.17.1.2	32.63	521	351	149	38	582	100	745	6.6e-22	95.7
1.A.17.1.11	1.A.17.1.2	25.37	67	50	5	587	653	817	888	0.13	28.2
1.A.17.1.11	1.A.17.1.4	32.80	497	334	160	55	582	123	748	6.6e-22	95.7
1.A.17.1.11	1.A.17.1.12	28.92	491	349	94	152	665	665	1226	4.5e-21	93.7
1.A.17.1.11	1.A.17.1.1	30.93	540	373	161	24	582	129	810	2.2e-19	87.4
1.A.17.1.11	1.A.17.1.5	30.10	402	281	120	139	577	133	617	2.7e-19	86.8
1.A.17.1.11	1.A.17.1.3	29.56	548	386	149	19	582	147	827	3e-19	87.0
1.A.17.1.11	1.A.17.1.13	27.64	416	301	50	184	622	855	1297	4.1e-19	87.0
1.A.17.1.11	1.A.17.1.9	29.35	443	313	116	166	633	236	769	9e-18	81.8
1.A.17.1.11	1.A.17.1.15	27.02	470	343	72	166	661	122	637	2.7e-17	79.8
1.A.17.1.11	1.A.17.1.6	29.05	475	337	138	125	622	544	1133	8.3e-14	69.2
1.A.17.1.11	1.A.17.2.2	25.45	334	249	67	187	555	271	636	3.2e-06	43.2
1.A.17.1.11	1.A.17.2.1	24.52	420	317	80	112	572	102	560	0.00098	34.7
1.A.17.1.11	1.A.17.3.9	28.64	213	152	39	180	395	78	326	0.071	29.3
1.A.17.1.11	1.A.17.7.3	30.77	65	45	5	187	251	54	123	0.19	27.4
1.A.17.1.11	1.A.17.3.4	23.48	247	189	28	380	629	414	685	0.33	27.4
1.A.17.1.11	1.A.17.4.2	32.50	120	81	23	502	628	538	673	0.41	26.3
1.A.17.1.11	1.A.17.4.9	22.68	313	242	41	185	505	230	575	0.44	27.6
1.A.17.1.11	1.A.17.4.7	28.68	136	97	28	142	292	111	259	0.63	26.5
1.A.17.1.11	1.A.17.5.5	29.85	134	94	26	220	379	523	656	0.65	25.8
1.A.17.1.11	1.A.17.3.3	24.68	158	119	21	392	564	480	643	0.86	25.4
1.A.17.1.11	1.A.17.3.1	30.65	62	43	3	440	501	2251	2315	1.4	26.3
1.A.17.1.11	1.A.17.5.7	20.10	194	155	28	148	346	365	581	2.5	23.9
1.A.17.1.11	1.A.17.2.5	26.47	68	50	5	192	262	525	594	2.6	23.9
1.A.17.1.11	1.A.17.2.3	40.00	45	27	5	519	563	491	540	3.6	23.0
1.A.17.1.11	1.A.17.6.6	40.68	59	35	18	185	250	601	670	3.9	23.2
1.A.17.1.11	1.A.17.4.1	31.18	93	64	24	185	277	220	336	4.6	23.0
1.A.17.1.11	1.A.17.2.4	22.89	284	219	48	192	482	56	380	5.3	21.9
1.A.17.1.11	1.A.17.3.7	23.44	320	245	49	321	663	540	885	5.9	23.0
1.A.17.1.11	1.A.17.4.6	29.22	154	109	41	149	310	123	309	6.1	22.4
1.A.17.1.11	1.A.17.5.10	30.09	113	79	20	160	290	245	359	6.2	22.4
1.A.17.1.11	1.A.17.4.3	35.14	37	24	4	182	222	228	264	7.1	22.2
1.A.17.1.11	1.A.17.7.5	20.34	118	94	3	322	440	375	494	7.6	22.2
1.A.17.1.11	1.A.17.3.8	16.77	328	273	31	324	663	768	1114	8.3	22.6
1.A.17.1.11	1.A.17.5.11	32.35	68	46	14	126	193	223	304	8.4	21.9
1.A.17.1.11	1.A.17.3.6	24.85	169	127	18	112	286	711	891	8.4	22.8
1.A.17.1.11	1.A.17.6.5	22.99	87	67	6	163	251	108	198	8.9	21.5
1.A.17.1.11	1.A.17.6.4	27.75	227	164	64	185	419	235	517	9.7	21.9
# SSEARCH 36.3.8h Aug, 2019
# Query: 1.A.17.1.12 - 1610 aa
# Database: test_data/pone.0192851.s009.faa
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 46 hits found
1.A.17.1.12	1.A.17.1.12	100.00	1610	0	0	1	1610	1	1610	0	2211.9
1.A.17.1.12	1.A.17.1.16	27.05	1024	747	170	130	1286	7	1067	1.7e-41	162.5
1.A.17.1.12	1.A.17.1.14	30.04	526	368	129	623	1239	344	907	3e-25	108.0
1.A.17.1.12	1.A.17.1.10	27.77	515	372	108	662	1214	182	766	8.9e-24	103.0
1.A.17.1.12	1.A.17.1.8	28.66	485	346	77	713	1233	329	854	4.2e-23	101.0
1.A.17.1.12	1.A.17.1.11	28.86	492	350	92	665	1226	152	665	3.5e-20	90.8
1.A.17.1.12	1.A.17.1.6	26.22	511	377	92	712	1249	602	1177	3.1e-19	88.5
1.A.17.1.12	1.A.17.1.13	26.19	546	403	76	592	1189	725	1294	2e-18	86.0
1.A.17.1.12	1.A.17.1.13	23.86	176	134	26	253	434	20	215	0.028	32.3
1.A.17.1.12	1.A.17.1.4	29.82	446	313	126	641	1135	217	739	7.4e-18	83.5
1.A.17.1.12	1.A.17.1.7	27.71	498	360	140	718	1250	546	1148	1.9e-17	82.5
1.A.17.1.12	1.A.17.1.9	24.37	677	512	109	550	1266	76	821	1.4e-16	79.1
1.A.17.1.12	1.A.17.1.17	26.45	431	317	58	719	1179	169	627	2.9e-16	77.9
1.A.17.1.12	1.A.17.1.3	29.38	497	351	127	620	1157	261	843	1.5e-15	76.0
1.A.17.1.12	1.A.17.1.1	30.08	492	344	146	623	1157	232	826	9.4e-15	73.3
1.A.17.1.12	1.A.17.1.2	27.97	454	327	111	662	1155	233	757	4.2e-14	71.0
1.A.17.1.12	1.A.17.1.18	25.05	515	386	80	667	1238	144	681	5.3e-14	70.4
1.A.17.1.12	1.A.17.1.5	26.73	449	329	121	647	1157	127	634	8.7e-12	63.1
1.A.17.1.12	1.A.17.1.15	25.33	375	280	51	719	1128	151	541	4.7e-11	60.4
1.A.17.1.12	1.A.17.6.2	21.38	538	423	82	381	932	50	655	0.00021	38.8
1.A.17.1.12	1.A.17.2.2	23.38	355	272	66	603	972	154	559	0.0026	34.8
1.A.17.1.12	1.A.17.2.1	22.93	205	158	30	712	926	182	406	0.0061	33.4
1.A.17.1.12	1.A.17.2.1	24.78	113	85	7	1395	1511	24	139	0.17	28.6
1.A.17.1.12	1.A.17.6.1	25.58	430	320	83	474	930	241	726	0.0066	33.8
1.A.17.1.12	1.A.17.7.2	23.87	331	252	60	553	937	57	393	0.0085	33.0
1.A.17.1.12	1.A.17.6.3	20.63	698	554	102	267	1005	76	834	0.02	32.1
1.A.17.1.12	1.A.17.7.3	29.81	104	73	6	828	936	330	434	0.03	31.3
1.A.17.1.12	1.A.17.6.7	22.73	176	136	12	1213	1394	26	207	0.038	31.3
1.A.17.1.12	1.A.17.7.4	21.43	140	110	17	791	938	49	197	0.058	29.8
1.A.17.1.12	1.A.17.2.4	21.88	288	225	53	677	974	11	341	0.13	28.6
1.A.17.1.12	1.A.17.3.9	24.50	151	114	20	1176	1345	344	495	0.28	28.6
1.A.17.1.12	1.A.17.3.11	23.20	125	96	9	1476	1608	432	557	0.4	28.4
1.A.17.1.12	1.A.17.4.5	25.20	127	95	13	853	986	563	695	0.61	26.9
1.A.17.1.12	1.A.17.5.3	24.35	271	205	44	513	801	226	522	0.63	27.1
1.A.17.1.12	1.A.17.3.3	24.14	232	176	26	775	1012	323	574	1.5	25.9
1.A.17.1.12	1.A.17.4.4	26.24	141	104	16	796	943	474	623	2	25.5
1.A.17.1.12	1.A.17.5.9	27.05	122	89	16	841	962	373	510	2.5	25.1
1.A.17.1.12	1.A.17.4.10	30.65	62	43	7	836	904	251	312	2.5	25.1
1.A.17.1.12	1.A.17.5.11	22.39	134	104	3	836	971	449	583	3.3	24.6
1.A.17.1.12	1.A.17.5.7	29.75	158	111	32	1416	1598	124	288	3.6	24.6
1.A.17.1.12	1.A.17.3.8	20.96	291	230	50	901	1237	657	951	3.8	25.1
1.A.17.1.12	1.A.17.3.6	26.88	93	68	18	852	944	783	893	4.4	25.1
1.A.17.1.12	1.A.17.5.4	25.53	94	70	9	1190	1292	380	473	5.3	24.2
1.A.17.1.12	1.A.17.5.10	27.12	118	86	16	845	962	380	513	5.6	23.8
1.A.17.1.12	1.A.17.3.7	27.66	47	34	0	1063	1109	711	757	6.2	24.2
1.A.17.1.12	1.A.17.2.3	37.78	45	28	8	1075	1119	482	534	6.6	23.4
1.A.17.1.12	1.A.17.3.4	22.50	240	186	23	815	1073	340	583	6.7	24.2
1.A.17.1.12	1.A.17.6.6	20.72	111	88	12	1196	1318	174	284	8.2	23.4
# SSEARCH 36.3.8h Aug, 2019
# Query: 1.A.17.1.13 - 1371 aa
# Database: test_data/pone.0192851.s009.faa
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 61 hits found
1.A.17.1.13	1.A.17.1.13	100.00	1371	0	0	1	1371	1	1371	0	1938.1
1.A.17.1.13	1.A.17.1.14	29.50	739	521	128	511	1320	88	883	1.7e-44	171.8
1.A.17.1.13	1.A.17.1.8	29.15	518	367	72	778	1312	254	826	3.8e-31	127.5
1.A.17.1.13	1.A.17.1.10	31.33	482	331	100	855	1340	214	791	2e-28	118.2
1.A.17.1.13	1.A.17.1.4	33.78	447	296	105	855	1333	283	802	5.1e-27	113.7
1.A.17.1.13	1.A.17.1.9	27.72	451	326	81	855	1313	251	774	6.2e-27	113.3
1.A.17.1.13	1.A.17.1.16	26.57	478	351	63	855	1370	532	1034	9.5e-27	113.3
1.A.17.1.13	1.A.17.1.16	22.12	208	162	22	157	376	1046	1263	0.00044	38.0
1.A.17.1.13	1.A.17.1.7	28.57	574	410	123	642	1262	345	994	1.8e-26	112.2
1.A.17.1.13	1.A.17.1.6	27.01	485	354	94	765	1275	527	1079	2e-24	105.5
1.A.17.1.13	1.A.17.1.18	27.60	471	341	85	791	1289	97	624	3.4e-24	104.0
1.A.17.1.13	1.A.17.1.2	28.03	578	416	123	648	1260	79	744	1.8e-23	101.9
1.A.17.1.13	1.A.17.1.17	26.26	495	365	69	829	1339	143	690	1.2e-20	92.2
1.A.17.1.13	1.A.17.1.15	26.33	433	319	43	855	1304	145	603	3.6e-20	90.5
1.A.17.1.13	1.A.17.1.3	29.97	397	278	95	855	1262	348	828	5.5e-20	90.5
1.A.17.1.13	1.A.17.1.1	31.28	390	268	124	855	1262	316	811	1.1e-19	89.4
1.A.17.1.13	1.A.17.1.12	25.46	546	407	76	725	1294	592	1189	3.4e-19	88.5
1.A.17.1.13	1.A.17.1.12	25.00	176	132	26	20	215	253	434	0.017	33.0
1.A.17.1.13	1.A.17.1.11	27.85	413	298	56	855	1297	184	622	4.6e-19	86.8
1.A.17.1.13	1.A.17.1.5	28.09	388	279	81	855	1262	175	623	1.7e-15	75.2
1.A.17.1.13	1.A.17.2.2	29.45	343	242	79	847	1234	260	636	6.2e-07	46.6
1.A.17.1.13	1.A.17.6.1	21.83	426	333	58	81	537	29	481	3.5e-06	44.4
1.A.17.1.13	1.A.17.6.2	22.99	374	288	63	85	501	38	431	2.1e-05	41.9
1.A.17.1.13	1.A.17.2.1	23.83	386	294	77	833	1266	164	578	3e-05	40.8
1.A.17.1.13	1.A.17.3.8	22.25	1038	807	169	213	1364	31	1123	3.4e-05	41.6
1.A.17.1.13	1.A.17.6.7	20.74	352	279	40	199	561	11	391	9.4e-05	39.7
1.A.17.1.13	1.A.17.2.3	23.26	331	254	52	857	1226	176	519	0.00032	37.6
1.A.17.1.13	1.A.17.3.11	26.30	289	213	45	120	440	284	585	0.00033	38.4
1.A.17.1.13	1.A.17.3.11	24.74	287	216	47	38	359	937	1235	0.0055	34.3
1.A.17.1.13	1.A.17.3.11	29.22	154	109	32	308	471	2	177	0.49	27.9
1.A.17.1.13	1.A.17.2.4	24.57	411	310	79	815	1263	12	463	0.0018	34.5
1.A.17.1.13	1.A.17.7.5	27.62	105	76	10	979	1087	368	478	0.0088	33.0
1.A.17.1.13	1.A.17.7.3	24.42	389	294	81	876	1323	248	658	0.01	32.6
1.A.17.1.13	1.A.17.7.1	24.07	108	82	4	979	1087	381	491	0.014	32.4
1.A.17.1.13	1.A.17.5.4	29.46	129	91	18	99	236	814	951	0.016	32.4
1.A.17.1.13	1.A.17.2.5	24.65	357	269	70	819	1226	478	853	0.037	31.1
1.A.17.1.13	1.A.17.4.9	25.00	116	87	25	156	271	1400	1540	0.051	31.7
1.A.17.1.13	1.A.17.7.4	21.63	430	337	59	913	1370	42	502	0.079	29.2
1.A.17.1.13	1.A.17.3.7	23.88	289	220	41	961	1278	511	811	0.086	30.2
1.A.17.1.13	1.A.17.6.3	20.76	289	229	36	123	431	36	340	0.13	29.2
1.A.17.1.13	1.A.17.6.3	24.90	253	190	45	966	1258	464	721	0.15	29.0
1.A.17.1.13	1.A.17.4.1	24.26	235	178	47	716	989	96	338	0.22	28.5
1.A.17.1.13	1.A.17.4.1	22.73	110	85	7	161	271	770	885	0.62	27.0
1.A.17.1.13	1.A.17.5.11	25.11	223	167	39	1030	1279	495	729	0.22	28.3
1.A.17.1.13	1.A.17.4.8	22.94	279	215	44	149	439	809	1119	0.3	28.5
1.A.17.1.13	1.A.17.5.9	27.67	318	230	63	999	1359	405	742	0.35	27.7
1.A.17.1.13	1.A.17.3.1	21.43	182	143	10	177	365	2261	2445	0.45	29.0
1.A.17.1.13	1.A.17.3.1	20.83	192	152	14	169	374	989	1180	0.6	28.5
1.A.17.1.13	1.A.17.4.6	47.22	36	19	6	850	891	162	197	0.61	26.8
1.A.17.1.13	1.A.17.3.6	22.73	154	119	14	390	554	1087	1243	0.74	27.4
1.A.17.1.13	1.A.17.3.9	21.75	469	367	78	277	779	293	805	0.82	26.8
1.A.17.1.13	1.A.17.4.10	23.43	175	134	23	877	1067	337	518	0.87	26.4
1.A.17.1.13	1.A.17.5.10	31.25	96	66	14	981	1088	394	491	1.1	25.9
1.A.17.1.13	1.A.17.4.5	24.65	288	217	40	857	1153	188	506	1.8	25.1
1.A.17.1.13	1.A.17.3.2	33.33	96	64	19	969	1081	496	593	2.2	25.1
1.A.17.1.13	1.A.17.5.5	20.51	195	155	13	615	816	579	779	2.2	25.1
1.A.17.1.13	1.A.17.7.2	24.22	161	122	17	532	704	104	269	3	24.2
1.A.17.1.13	1.A.17.4.7	21.14	175	138	12	221	403	1082	1260	3.3	25.1
1.A.17.1.13	1.A.17.5.8	32.53	83	56	12	1196	1281	404	495	4.5	24.2
1.A.17.1.13	1.A.17.6.6	23.87	155	118	15	124	289	102	260	4.7	24.0
1.A.17.1.13	1.A.17.3.10	27.06	170	124	33	106	284	13	206	5	24.2
1.A.17.1.13	1.A.17.5.12	30.91	55	38	4	1007	1065	443	497	5.1	23.8
1.A.17.1.13	1.A.17.5.6	23.50	183	140	22	57	250	716	909	5.3	24.0
1.A.17.1.13	1.A.17.6.4	18.18	88	72	0	274	361	44	131	5.7	23.8
1.A.17.1.13	1.A.17.4.4	17.65	238	196	13	23	272	67	305	7.1	23.4
1.A.17.1.13	1.A.17.6.5	26.09	69	51	7	849	921	156	227	8	22.7
1.A.17.1.13	1.A.17.5.1	31.03	87	60	11	446	539	182	272	9	22.7
1.A.17.1.13	1.A.17.5.7	22.53	182	141	30	848	1052	139	327	9.5	22.9
# SSEARCH 36.3.8h Aug, 2019
# Query: 1.A.17.1.14 - 909 aa
# Database: test_data/pone.0192851.s009.faa
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 53 hits found
1.A.17.1.14	1.A.17.1.14	100.00	909	0	0	1	909	1	909	0	1418.2
